recipe_id,ingredient_idx,name,quantity,unit
1,0,salmon,4.0,piece
1,1,honey,3.0,tablespoon
1,2,soy sauce,2.0,tablespoon
1,3,garlic,4.0,piece
1,4,ginger,1.0,teaspoon
1,5,oil,2.0,tablespoon
1,6,sesame seeds,1.0,teaspoon
2,0,chickpea,2.0,cup
2,1,cucumber,1.0,piece
2,2,tomato,2.0,piece
2,3,feta cheese,1.0,cup
2,4,olive,0.5,cup
2,5,lemon,1.0,piece
2,6,oil,3.0,tablespoon
2,7,oregano,1.0,teaspoon
3,0,noodles,0.5,pound
3,1,peanut butter,0.5,cup
3,2,soy sauce,3.0,tablespoon
3,3,lime,2.0,piece
3,4,carrot,2.0,piece
3,5,bell pepper,1.0,piece
3,6,cilantro,0.5,cup
3,7,peanut,0.25,cup
4,0,chicken breast,1.0,pound
4,1,rice,0.5,cup
4,2,chicken broth,8.0,cup
4,3,egg,3.0,piece
4,4,lemon,2.0,piece
4,5,dill,2.0,tablespoon
5,0,chocolate,0.5,pound
5,1,butter,6.0,tablespoon
5,2,egg,2.0,piece
5,3,egg yolk,2.0,piece
5,4,sugar,4.0,tablespoon
5,5,flour,2.0,tablespoon
6,0,chicken wing,3.0,pound
6,1,hot sauce,0.5,cup
6,2,butter,8.0,tablespoon
6,3,blue cheese,0.5,cup
6,4,sour cream,0.5,cup
6,5,celery,6.0,piece
7,0,chicken thigh,1.5,pound
7,1,soy sauce,8.0,tablespoon
7,2,rice,2.0,cup
7,3,broccoli,3.0,cup
7,4,honey,3.0,tablespoon
7,5,ginger,1.0,tablespoon
7,6,garlic,3.0,piece
8,0,bread,8.0,piece
8,1,egg,4.0,piece
8,2,milk,0.75,cup
8,3,cinnamon,1.0,teaspoon
8,4,vanilla,1.0,teaspoon
8,5,butter,4.0,tablespoon
9,0,ground beef,1.5,pound
9,1,kidney beans,2.0,cup
9,2,tomato,2.0,piece
9,3,onion,1.0,piece
9,4,chili powder,2.0,tablespoon
9,5,cumin,1.0,tablespoon
9,6,bell pepper,1.0,piece
9,7,beef broth,1.0,cup
10,0,butternut squash,1.0,piece
10,1,onion,1.0,piece
10,2,vegetable broth,4.0,cup
10,3,coconut milk,1.0,cup
10,4,ginger,1.0,tablespoon
10,5,nutmeg,0.25,teaspoon
10,6,olive oil,2.0,tablespoon
11,0,pasta,1.0,pound
11,1,feta cheese,1.0,cup
11,2,olive,1.0,cup
11,3,cherry tomato,2.0,cup
11,4,cucumber,1.0,piece
11,5,red onion,0.5,piece
11,6,lemon,2.0,piece
11,7,oregano,1.0,teaspoon
12,0,chicken breast,1.0,pound
12,1,tortilla,8.0,piece
12,2,enchilada sauce,2.0,cup
12,3,cheddar cheese,2.0,cup
12,4,sour cream,0.5,cup
12,5,onion,1.0,piece
12,6,cumin,1.0,teaspoon
13,0,oats,1.0,cup
13,1,blueberry,1.5,cup
13,2,almond milk,3.0,cup
13,3,maple syrup,3.0,tablespoon
13,4,cinnamon,1.0,teaspoon
13,5,vanilla,1.0,teaspoon
14,0,rice noodles,0.5,pound
14,1,shrimp,0.5,pound
14,2,tamarind paste,2.0,tablespoon
14,3,fish sauce,3.0,tablespoon
14,4,egg,2.0,piece
14,5,bean sprout,2.0,cup
14,6,peanut,0.5,cup
14,7,scallion,4.0,piece
15,0,sourdough bread,4.0,piece
15,1,avocado,2.0,piece
15,2,cherry tomato,1.0,cup
15,3,lemon,1.0,piece
15,4,red pepper flakes,0.5,teaspoon
16,0,chicken thigh,1.5,pound
16,1,coconut milk,0.5,cup
16,2,curry powder,1.0,tablespoon
16,3,peanut butter,0.5,cup
16,4,soy sauce,3.0,tablespoon
16,5,lime,2.0,piece
16,6,honey,2.0,tablespoon
17,0,ground lamb,1.5,pound
17,1,onion,1.0,piece
17,2,parsley,8.0,tablespoon
17,3,cumin,2.0,teaspoon
17,4,coriander,1.0,teaspoon
17,5,garlic,4.0,piece
18,0,rice noodles,0.5,pound
18,1,shrimp,0.5,pound
18,2,curry powder,2.0,tablespoon
18,3,bell pepper,1.0,piece
18,4,egg,2.0,piece
18,5,soy sauce,3.0,tablespoon
18,6,scallion,4.0,piece
19,0,onion,4.0,piece
19,1,beef broth,6.0,cup
19,2,butter,3.0,tablespoon
19,3,bread,4.0,piece
19,4,gruyere cheese,1.5,cup
19,5,white wine,0.5,cup
19,6,thyme,2.0,teaspoon
20,0,egg,8.0,piece
20,1,bell pepper,1.0,piece
20,2,zucchini,1.0,piece
20,3,onion,1.0,piece
20,4,feta cheese,0.75,cup
20,5,milk,0.25,cup
21,0,chicken breast,1.5,pound
21,1,breadcrumbs,1.5,cup
21,2,marinara sauce,2.0,cup
21,3,mozzarella,1.5,cup
21,4,parmesan,0.5,cup
21,5,egg,2.0,piece
21,6,flour,8.0,tablespoon
22,0,tortilla,4.0,piece
22,1,egg,6.0,piece
22,2,black beans,1.0,cup
22,3,cheddar cheese,1.0,cup
22,4,salsa,0.5,cup
22,5,avocado,1.0,piece
23,0,broccoli,4.0,cup
23,1,cheddar cheese,2.0,cup
23,2,onion,1.0,piece
23,3,butter,4.0,tablespoon
23,4,flour,4.0,tablespoon
23,5,milk,3.0,cup
23,6,chicken broth,2.0,cup
24,0,spaghetti,1.0,pound
24,1,pancetta,0.5,pound
24,2,egg,4.0,piece
24,3,parmesan,1.5,cup
24,4,black pepper,2.0,teaspoon
24,5,garlic,2.0,piece
25,0,tortilla,4.0,piece
25,1,cheddar cheese,2.0,cup
25,2,bell pepper,1.0,piece
25,3,onion,0.5,piece
25,4,sour cream,0.5,cup
26,0,egg,4.0,piece
26,1,tortilla,4.0,piece
26,2,black beans,1.0,cup
26,3,salsa,1.0,cup
26,4,cheddar cheese,0.5,cup
26,5,avocado,1.0,piece
27,0,corn,4.0,cup
27,1,potato,3.0,piece
27,2,bacon,6.0,piece
27,3,onion,1.0,piece
27,4,chicken broth,3.0,cup
27,5,heavy cream,1.0,cup
27,6,thyme,1.0,teaspoon
28,0,potato,4.0,piece
28,1,egg,4.0,piece
28,2,bell pepper,1.0,piece
28,3,onion,1.0,piece
28,4,cheddar cheese,0.5,cup
28,5,paprika,1.0,teaspoon
29,0,jalapeno,12.0,piece
29,1,cream cheese,1.0,cup
29,2,cheddar cheese,0.5,cup
29,3,bacon,6.0,piece
29,4,garlic powder,0.5,teaspoon
30,0,mushroom,1.0,pound
30,1,barley,0.75,cup
30,2,carrot,2.0,piece
30,3,celery,2.0,piece
30,4,onion,1.0,piece
30,5,vegetable broth,8.0,cup
30,6,thyme,1.0,teaspoon
31,0,chocolate,0.5,pound
31,1,butter,6.0,tablespoon
31,2,egg,2.0,piece
31,3,egg yolk,2.0,piece
31,4,sugar,4.0,tablespoon
31,5,flour,2.0,tablespoon
32,0,egg,6.0,piece
32,1,tomato,2.0,piece
32,2,bell pepper,2.0,piece
32,3,onion,1.0,piece
32,4,cumin,1.0,teaspoon
32,5,paprika,1.0,teaspoon
32,6,feta cheese,0.5,cup
33,0,salmon,4.0,piece
33,1,lemon,2.0,piece
33,2,oil,2.0,tablespoon
33,3,dill,1.0,tablespoon
33,4,garlic,2.0,piece
33,5,salt,1.0,teaspoon
33,6,asparagus,1.0,pound
34,0,beef,1.0,pound
34,1,onion,1.0,piece
34,2,cumin,1.0,teaspoon
34,3,chili,1.0,teaspoon
34,4,paprika,0.5,teaspoon
34,5,tortilla,8.0,piece
34,6,cilantro,0.25,cup
34,7,lime,1.0,piece
35,0,quinoa,1.0,cup
35,1,water,2.0,cup
35,2,cucumber,1.0,piece
35,3,tomato,2.0,piece
35,4,olive,0.5,cup
35,5,feta cheese,0.5,cup
35,6,oil,3.0,tablespoon
35,7,lemon,1.0,piece
36,0,chicken breast,1.0,pound
36,1,broccoli,2.0,cup
36,2,bell pepper,1.0,piece
36,3,soy sauce,4.0,tablespoon
36,4,ginger,1.0,tablespoon
36,5,garlic,2.0,piece
36,6,sesame oil,1.0,tablespoon
36,7,cornstarch,1.0,teaspoon
36,8,rice,2.0,cup
37,0,chicken,1.0,pound
37,1,soy sauce,8.0,tablespoon
37,2,sugar,4.0,tablespoon
37,3,mirin,2.0,tablespoon
37,4,ginger,1.0,teaspoon
37,5,garlic,2.0,piece
37,6,cornstarch,1.0,teaspoon
37,7,oil,1.0,tablespoon
38,0,egg,8.0,piece
38,1,milk,0.25,cup
38,2,spinach,2.0,cup
38,3,mushroom,0.2,pound
38,4,onion,0.5,piece
38,5,parmesan,0.5,cup
38,6,olive oil,1.0,tablespoon
38,7,salt,0.5,teaspoon
39,0,beef,1.0,pound
39,1,broccoli,3.5,cup
39,2,soy sauce,5.0,tablespoon
39,3,brown sugar,1.0,tablespoon
39,4,sesame oil,1.0,teaspoon
39,5,ginger,1.0,teaspoon
39,6,garlic,2.0,piece
39,7,oil,2.0,tablespoon
40,0,tortilla,4.0,piece
40,1,chicken,0.3,pound
40,2,cheese,1.5,cup
40,3,bell pepper,0.5,piece
40,4,onion,0.25,piece
40,5,cumin,0.5,teaspoon
40,6,butter,1.0,tablespoon
41,0,yogurt,1.0,cup
41,1,granola,0.5,cup
41,2,honey,1.0,tablespoon
41,3,strawberry,0.5,cup
41,4,blueberry,0.25,cup
42,0,noodles,0.5,pound
42,1,butter,2.0,tablespoon
42,2,onion,1.0,piece
42,3,mushroom,1.0,pound
42,4,vegetable broth,1.5,cup
42,5,sour cream,0.5,cup
42,6,flour,1.0,tablespoon
42,7,thyme,1.0,teaspoon
43,0,chicken breast,1.0,pound
43,1,bell pepper,2.0,piece
43,2,onion,1.0,piece
43,3,lime,1.0,piece
43,4,chili powder,1.0,teaspoon
43,5,cumin,1.0,teaspoon
43,6,oil,2.0,tablespoon
43,7,tortilla,6.0,piece
44,0,lentil,1.0,cup
44,1,onion,1.0,piece
44,2,carrot,1.0,piece
44,3,celery,1.0,piece
44,4,tomato sauce,2.0,cup
44,5,vegetable broth,2.0,cup
44,6,spaghetti,0.5,pound
44,7,olive oil,1.0,tablespoon
44,8,oregano,1.0,teaspoon
45,0,beef,1.0,pound
45,1,broccoli,3.5,cup
45,2,soy sauce,5.0,tablespoon
45,3,ginger,1.0,teaspoon
45,4,garlic,2.0,piece
45,5,brown sugar,1.0,tablespoon
45,6,sesame oil,1.0,teaspoon
45,7,cornstarch,1.0,tablespoon
46,0,bread,4.0,piece
46,1,egg,2.0,piece
46,2,milk,0.5,cup
46,3,cinnamon,0.5,teaspoon
46,4,vanilla,1.0,teaspoon
46,5,butter,1.0,tablespoon
46,6,maple syrup,4.0,tablespoon
47,0,spaghetti,1.0,pound
47,1,pancetta,0.5,pound
47,2,parmesan,0.75,cup
47,3,egg,3.0,piece
47,4,garlic,2.0,piece
47,5,black pepper,1.0,teaspoon
48,0,tortilla,4.0,piece
48,1,chicken breast,0.3,pound
48,2,cheddar cheese,1.0,cup
48,3,salsa,0.5,cup
48,4,butter,1.0,tablespoon
48,5,sour cream,0.25,cup
49,0,rice,3.0,cup
49,1,egg,2.0,piece
49,2,peas,0.5,cup
49,3,carrot,1.0,piece
49,4,scallion,2.0,piece
49,5,soy sauce,3.0,tablespoon
49,6,oil,2.0,tablespoon
50,0,baguette,1.0,piece
50,1,tomato,4.0,piece
50,2,basil,4.0,tablespoon
50,3,garlic,2.0,piece
50,4,olive oil,4.0,tablespoon
50,5,balsamic vinegar,1.0,tablespoon
50,6,salt,0.5,teaspoon
51,0,beef,1.5,pound
51,1,bell pepper,2.0,piece
51,2,red onion,1.0,piece
51,3,mushroom,0.3,pound
51,4,soy sauce,4.0,tablespoon
51,5,olive oil,4.0,tablespoon
51,6,garlic,2.0,piece
52,0,ground beef,1.0,pound
52,1,potato,4.0,piece
52,2,onion,1.0,piece
52,3,peas,0.5,cup
52,4,carrot,1.0,piece
52,5,butter,2.0,tablespoon
52,6,milk,0.25,cup
52,7,beef broth,0.5,cup
53,0,chicken breast,1.0,pound
53,1,egg noodle,2.0,cup
53,2,carrot,2.0,piece
53,3,celery,2.0,piece
53,4,onion,1.0,piece
53,5,chicken broth,6.0,cup
53,6,thyme,0.5,teaspoon
54,0,egg,4.0,piece
54,1,tomato,4.0,piece
54,2,bell pepper,1.0,piece
54,3,onion,1.0,piece
54,4,garlic,2.0,piece
54,5,cumin,1.0,teaspoon
54,6,paprika,1.0,teaspoon
54,7,olive oil,2.0,tablespoon
55,0,tomato,6.0,piece
55,1,cucumber,1.0,piece
55,2,bell pepper,1.0,piece
55,3,onion,0.5,piece
55,4,garlic,1.0,piece
55,5,vinegar,2.0,tablespoon
55,6,olive oil,4.0,tablespoon
56,0,eggplant,1.0,piece
56,1,zucchini,2.0,piece
56,2,bell pepper,1.0,piece
56,3,tomato,4.0,piece
56,4,onion,1.0,piece
56,5,garlic,2.0,piece
56,6,olive oil,3.0,tablespoon
56,7,thyme,1.0,teaspoon
57,0,chicken breast,1.0,pound
57,1,peanut butter,0.5,cup
57,2,soy sauce,2.0,tablespoon
57,3,lime juice,1.0,tablespoon
57,4,brown sugar,1.0,tablespoon
57,5,garlic,1.0,piece
57,6,coconut milk,0.25,cup
58,0,egg,6.0,piece
58,1,mayonnaise,4.0,tablespoon
58,2,mustard,1.0,teaspoon
58,3,chive,1.0,tablespoon
58,4,salt,0.25,teaspoon
58,5,pepper,0.25,teaspoon
59,0,egg,6.0,piece
59,1,milk,0.25,cup
59,2,potato,1.0,piece
59,3,onion,0.5,piece
59,4,spinach,2.0,cup
59,5,cheddar cheese,0.5,cup
59,6,olive oil,2.0,tablespoon
60,0,onion,4.0,piece
60,1,butter,3.0,tablespoon
60,2,beef broth,6.0,cup
60,3,white wine,0.5,cup
60,4,thyme,1.0,teaspoon
60,5,baguette,10.0,piece
60,6,gruyere cheese,1.0,cup
61,0,bell pepper,4.0,piece
61,1,ground beef,0.5,pound
61,2,rice,1.0,cup
61,3,tomato sauce,1.0,cup
61,4,onion,0.5,piece
61,5,garlic,1.0,piece
61,6,mozzarella,0.5,cup
62,0,quinoa,1.0,cup
62,1,water,2.0,cup
62,2,mango,1.0,piece
62,3,jalapeno,1.0,piece
62,4,cilantro,0.25,cup
62,5,lime,1.0,piece
62,6,olive oil,2.0,tablespoon
62,7,salt,0.5,teaspoon
63,0,sweet potato,2.0,piece
63,1,black beans,2.5,cup
63,2,tortilla,8.0,piece
63,3,enchilada sauce,2.0,cup
63,4,cheese,1.5,cup
63,5,cumin,1.0,teaspoon
63,6,chili powder,1.0,teaspoon
63,7,onion,1.0,piece
64,0,lentil,1.0,cup
64,1,onion,1.0,piece
64,2,garlic,2.0,piece
64,3,ginger,1.0,tablespoon
64,4,curry powder,1.5,tablespoon
64,5,coconut milk,1.5,cup
64,6,vegetable broth,4.0,cup
64,7,spinach,2.0,cup
64,8,oil,1.0,tablespoon
65,0,chickpea,6.0,cup
65,1,tomato,4.0,piece
65,2,onion,1.0,piece
65,3,garlic,3.0,piece
65,4,cumin,1.0,teaspoon
65,5,paprika,1.0,teaspoon
65,6,spinach,3.0,cup
65,7,olive oil,2.0,tablespoon
66,0,arborio rice,1.5,cup
66,1,mushroom,0.5,pound
66,2,chicken broth,5.0,cup
66,3,white wine,0.5,cup
66,4,onion,1.0,piece
66,5,butter,3.0,tablespoon
66,6,parmesan,0.5,cup
67,0,salmon,2.0,piece
67,1,asparagus,1.0,pound
67,2,lemon,1.0,piece
67,3,butter,2.0,tablespoon
67,4,garlic,2.0,piece
67,5,dill,1.0,teaspoon
67,6,olive oil,1.0,tablespoon
68,0,tofu,1.0,pound
68,1,soy sauce,4.0,tablespoon
68,2,mirin,2.0,tablespoon
68,3,brown sugar,1.0,tablespoon
68,4,ginger,1.0,teaspoon
68,5,cornstarch,2.0,tablespoon
68,6,rice,1.0,cup
68,7,oil,2.0,tablespoon
69,0,spaghetti,1.0,pound
69,1,bacon,6.0,piece
69,2,egg,3.0,piece
69,3,parmesan,1.0,cup
69,4,garlic,2.0,piece
69,5,black pepper,1.0,teaspoon
70,0,tofu,1.0,pound
70,1,cornstarch,2.0,tablespoon
70,2,soy sauce,4.0,tablespoon
70,3,maple syrup,2.0,tablespoon
70,4,sesame oil,1.0,tablespoon
70,5,ginger,1.0,tablespoon
70,6,garlic,2.0,piece
70,7,broccoli,3.5,cup
70,8,oil,2.0,tablespoon
71,0,yogurt,1.0,cup
71,1,granola,0.5,cup
71,2,blueberry,0.25,cup
71,3,strawberry,0.25,cup
71,4,honey,1.0,tablespoon
72,0,red lentil,1.0,cup
72,1,onion,1.0,piece
72,2,carrot,1.0,piece
72,3,cumin,1.0,teaspoon
72,4,turmeric,0.5,teaspoon
72,5,vegetable broth,4.0,cup
72,6,lemon,1.0,piece
72,7,olive oil,1.0,tablespoon
73,0,shrimp,1.0,pound
73,1,linguine,0.5,pound
73,2,butter,4.0,tablespoon
73,3,garlic,4.0,piece
73,4,lemon,1.0,piece
73,5,parsley,4.0,tablespoon
73,6,parmesan,0.5,cup
74,0,kidney beans,2.5,cup
74,1,black beans,2.5,cup
74,2,tomato,4.0,piece
74,3,corn,1.0,cup
74,4,onion,1.0,piece
74,5,bell pepper,1.0,piece
74,6,chili powder,2.0,tablespoon
74,7,cumin,1.0,teaspoon
75,0,tortilla,4.0,piece
75,1,chicken breast,0.5,pound
75,2,cheese,1.0,cup
75,3,onion,0.5,piece
75,4,bell pepper,0.5,piece
75,5,butter,1.0,tablespoon
76,0,greek yogurt,1.0,cup
76,1,granola,0.5,cup
76,2,honey,1.0,tablespoon
76,3,blueberry,0.25,cup
76,4,strawberry,0.25,cup
77,0,tomato,4.0,piece
77,1,vegetable broth,2.0,cup
77,2,onion,1.0,piece
77,3,garlic,2.0,piece
77,4,heavy cream,0.5,cup
77,5,basil,4.0,tablespoon
77,6,butter,2.0,tablespoon
78,0,cauliflower,1.5,pound
78,1,coconut milk,1.5,cup
78,2,chickpea,3.0,cup
78,3,curry powder,2.0,tablespoon
78,4,onion,1.0,piece
78,5,peas,0.5,cup
78,6,oil,1.0,tablespoon
79,0,vegetable broth,4.0,cup
79,1,kidney beans,2.5,cup
79,2,pasta,0.1,pound
79,3,tomato,2.0,piece
79,4,carrot,2.0,piece
79,5,celery,2.0,piece
79,6,spinach,1.0,cup
80,0,sourdough bread,4.0,piece
80,1,cheddar cheese,0.5,cup
80,2,gruyere cheese,0.5,cup
80,3,onion,1.0,piece
80,4,butter,3.0,tablespoon
80,5,balsamic vinegar,1.0,teaspoon
81,0,chickpea,3.0,cup
81,1,parsley,9.0,tablespoon
81,2,garlic,2.0,piece
81,3,cumin,1.0,teaspoon
81,4,flour,2.0,tablespoon
81,5,tortilla,4.0,piece
81,6,tahini,4.0,tablespoon
81,7,oil,4.0,tablespoon
82,0,salmon,2.0,piece
82,1,breadcrumbs,0.5,cup
82,2,egg,2.0,piece
82,3,dill,1.0,tablespoon
82,4,mayonnaise,2.0,tablespoon
82,5,lemon,1.0,piece
82,6,oil,2.0,tablespoon
83,0,egg,6.0,piece
83,1,spinach,2.0,cup
83,2,mushroom,0.2,pound
83,3,onion,1.0,piece
83,4,milk,0.25,cup
83,5,cheddar cheese,0.5,cup
83,6,butter,1.0,tablespoon
84,0,quinoa,1.0,cup
84,1,cucumber,1.0,piece
84,2,tomato,2.0,piece
84,3,feta cheese,0.5,cup
84,4,olive,0.25,cup
84,5,lemon,1.0,piece
84,6,olive oil,2.0,tablespoon
85,0,shrimp,1.0,pound
85,1,lemon,2.0,piece
85,2,garlic,3.0,piece
85,3,olive oil,4.0,tablespoon
85,4,parsley,2.0,tablespoon
85,5,paprika,1.0,teaspoon
86,0,chicken breast,1.0,pound
86,1,peanut butter,0.5,cup
86,2,coconut milk,0.25,cup
86,3,soy sauce,2.0,tablespoon
86,4,lime,1.0,piece
86,5,curry powder,1.0,teaspoon
86,6,sugar,1.0,teaspoon
87,0,chicken breast,1.0,pound
87,1,chicken broth,6.0,cup
87,2,noodles,0.7,pound
87,3,carrot,2.0,piece
87,4,celery,2.0,piece
87,5,onion,1.0,piece
87,6,thyme,1.0,teaspoon
88,0,sweet potato,2.0,piece
88,1,cornstarch,1.0,tablespoon
88,2,paprika,1.0,teaspoon
88,3,oil,2.0,tablespoon
88,4,garlic powder,0.5,teaspoon
89,0,lettuce,4.0,cup
89,1,chicken breast,0.5,pound
89,2,bacon,3.0,piece
89,3,egg,2.0,piece
89,4,avocado,1.0,piece
89,5,blue cheese,0.25,cup
89,6,tomato,1.0,piece
90,0,egg,4.0,piece
90,1,tomato,4.0,piece
90,2,onion,1.0,piece
90,3,bell pepper,1.0,piece
90,4,garlic,2.0,piece
90,5,cumin,1.0,teaspoon
90,6,paprika,1.0,teaspoon
90,7,feta cheese,0.25,cup
91,0,zucchini,2.0,piece
91,1,flour,8.0,tablespoon
91,2,parmesan,0.25,cup
91,3,egg,1.0,piece
91,4,garlic,1.0,piece
91,5,oil,4.0,tablespoon
91,6,scallion,2.0,piece
92,0,chicken breast,1.5,pound
92,1,honey,5.0,tablespoon
92,2,mustard,4.0,tablespoon
92,3,mayonnaise,2.0,tablespoon
92,4,lemon,0.5,piece
92,5,paprika,1.0,teaspoon
93,0,barley,1.0,cup
93,1,mushroom,0.6,pound
93,2,carrot,2.0,piece
93,3,celery,2.0,piece
93,4,onion,1.0,piece
93,5,vegetable broth,6.0,cup
93,6,thyme,1.0,teaspoon
94,0,greek yogurt,1.0,cup
94,1,cucumber,1.0,piece
94,2,garlic,2.0,piece
94,3,dill,1.0,tablespoon
94,4,lemon,0.5,piece
94,5,olive oil,1.0,tablespoon
94,6,salt,0.5,teaspoon
95,0,chicken,1.0,pound
95,1,lemon,1.0,piece
95,2,garlic,3.0,piece
95,3,basil,1.0,tablespoon
95,4,oil,2.0,tablespoon
95,5,salt,1.0,teaspoon
95,6,pepper,1.0,teaspoon
96,0,noodles,0.5,pound
96,1,tomato,3.0,piece
96,2,basil,2.0,tablespoon
96,3,oil,2.0,tablespoon
96,4,salt,1.0,teaspoon
96,5,pepper,1.0,teaspoon
96,6,garlic,2.0,piece
97,0,lentil,1.0,cup
97,1,tomato,3.0,piece
97,2,onion,1.0,piece
97,3,garlic,3.0,piece
97,4,water,5.0,cup
97,5,salt,1.0,teaspoon
97,6,pepper,1.0,teaspoon
98,0,salmon,3.0,piece
98,1,honey,2.0,tablespoon
98,2,orange,1.0,piece
98,3,salt,1.0,teaspoon
98,4,pepper,1.0,teaspoon
98,5,oil,1.0,tablespoon
99,0,chickpea,1.0,cup
99,1,spinach,3.0,cup
99,2,tomato,2.0,piece
99,3,onion,1.0,piece
99,4,oil,2.0,tablespoon
99,5,salt,1.0,teaspoon
99,6,pepper,1.0,teaspoon
100,0,beef,0.5,pound
100,1,rice,1.0,cup
100,2,onion,1.0,piece
100,3,oil,2.0,tablespoon
